"owner_id","qtd_linhas","linhas_identical","snapshot_dates"
"486812874","11","False","2025-01-13 01:56:41.000; 2025-01-13 02:00:37.000; 2025-01-13 02:04:28.000; 2025-01-13 02:08:20.000; 2025-01-13 02:12:12.000; 2025-01-13 02:31:44.000; 2025-01-13 02:32:28.000; 2025-01-13 02:36:52.000; 2025-01-13 02:37:36.000; 2025-01-13 02:40:17.000; 2025-01-13 02:46:08.000"
"220836478","4","False","2025-01-13 02:30:07.000; 2025-01-13 02:31:47.000; 2025-01-13 02:56:07.000; 2025-01-13 02:56:18.000"
"265350197","16","False","2025-01-13 01:56:19.000; 2025-01-13 02:00:21.000; 2025-01-13 02:00:35.000; 2025-01-13 02:01:27.000; 2025-01-13 02:04:06.000; 2025-01-13 02:09:02.000; 2025-01-13 02:10:40.000; 2025-01-13 02:28:05.000; 2025-01-13 02:31:27.000; 2025-01-13 02:34:03.000; 2025-01-13 02:41:11.000; 2025-01-13 02:41:17.000; 2025-01-13 02:41:36.000; 2025-01-13 02:42:27.000; 2025-01-13 02:42:47.000; 2025-01-13 02:48:31.000"
"169848306","14","False","2025-01-13 02:03:08.000; 2025-01-13 02:03:38.000; 2025-01-13 02:03:50.000; 2025-01-13 02:04:20.000; 2025-01-13 02:07:45.000; 2025-01-13 02:10:47.000; 2025-01-13 02:17:35.000; 2025-01-13 02:28:00.000; 2025-01-13 02:32:21.000; 2025-01-13 02:33:14.000; 2025-01-13 02:36:35.000; 2025-01-13 02:45:06.000; 2025-01-13 02:49:39.000; 2025-01-13 02:50:13.000"
"229296509","2","False","2025-01-13 02:10:51.000; 2025-01-13 02:12:27.000"
"169512508","9","False","2025-01-13 02:08:39.000; 2025-01-13 02:10:53.000; 2025-01-13 02:12:30.000; 2025-01-13 02:27:50.000; 2025-01-13 02:29:19.000; 2025-01-13 02:36:52.000; 2025-01-13 02:40:48.000; 2025-01-13 02:49:28.000; 2025-01-13 02:49:54.000"
"105230015","3","False","2025-01-13 02:00:11.000; 2025-01-13 02:08:21.000; 2025-01-13 02:10:55.000"
"661146047","4","False","2025-01-13 01:59:57.000; 2025-01-13 02:10:55.000; 2025-01-13 02:38:49.000; 2025-01-13 02:46:08.000"
"240840442","2","False","2025-01-13 02:00:34.000; 2025-01-13 02:10:57.000"
"162405981","6","False","2025-01-13 02:11:36.000; 2025-01-13 02:20:04.000; 2025-01-13 02:32:19.000; 2025-01-13 02:33:52.000; 2025-01-13 02:42:02.000; 2025-01-13 02:45:02.000"
